Age	L	M	S	P01	P1	P3	P5	P10	P15	P25	P50	P75	P85	P90	P95	P97	P99	P999
524	-0.1443	7.7274	0.19742	4.306	4.953	5.382	5.626	6.027	6.316	6.773	7.727	8.839	9.511	9.999	10.776	11.318	12.428	14.635
525	-0.1446	7.7263	0.19744	4.306	4.953	5.381	5.625	6.026	6.315	6.772	7.726	8.838	9.51	9.998	10.775	11.317	12.427	14.634
526	-0.1448	7.7251	0.19746	4.305	4.952	5.38	5.624	6.025	6.314	6.77	7.725	8.837	9.509	9.997	10.774	11.316	12.426	14.634
527	-0.145	7.724	0.19748	4.304	4.951	5.379	5.623	6.024	6.313	6.769	7.724	8.836	9.508	9.996	10.773	11.315	12.426	14.633
528	-0.1452	7.7229	0.1975	4.303	4.95	5.378	5.622	6.023	6.312	6.768	7.723	8.835	9.507	9.995	10.772	11.314	12.425	14.633
529	-0.1454	7.7219	0.19752	4.303	4.949	5.378	5.622	6.022	6.311	6.767	7.722	8.834	9.506	9.994	10.771	11.313	12.424	14.633
530	-0.1456	7.7208	0.19754	4.302	4.949	5.377	5.621	6.021	6.31	6.766	7.721	8.833	9.505	9.993	10.77	11.312	12.423	14.632
531	-0.1458	7.7197	0.19756	4.301	4.948	5.376	5.62	6.02	6.309	6.765	7.72	8.832	9.503	9.992	10.769	11.311	12.422	14.632
532	-0.146	7.7187	0.19759	4.301	4.947	5.375	5.619	6.019	6.308	6.764	7.719	8.831	9.503	9.991	10.768	11.311	12.422	14.632
533	-0.1462	7.7177	0.19761	4.3	4.946	5.374	5.618	6.019	6.307	6.763	7.718	8.83	9.502	9.99	10.768	11.31	12.421	14.631
534	-0.1464	7.7166	0.19763	4.299	4.945	5.373	5.617	6.018	6.306	6.762	7.717	8.829	9.5	9.989	10.766	11.309	12.42	14.631
535	-0.1466	7.7156	0.19765	4.299	4.944	5.372	5.616	6.017	6.305	6.761	7.716	8.828	9.499	9.988	10.766	11.308	12.42	14.631
536	-0.1468	7.7146	0.19767	4.298	4.944	5.372	5.615	6.016	6.304	6.76	7.715	8.827	9.498	9.987	10.765	11.307	12.419	14.63
537	-0.147	7.7136	0.19769	4.297	4.943	5.371	5.614	6.015	6.304	6.759	7.714	8.826	9.497	9.986	10.764	11.306	12.418	14.63
538	-0.1472	7.7127	0.19771	4.297	4.942	5.37	5.614	6.014	6.303	6.759	7.713	8.825	9.497	9.985	10.763	11.305	12.418	14.63
539	-0.1474	7.7117	0.19773	4.296	4.942	5.369	5.613	6.013	6.302	6.758	7.712	8.824	9.496	9.984	10.762	11.305	12.417	14.63
540	-0.1476	7.7107	0.19776	4.295	4.941	5.368	5.612	6.012	6.301	6.757	7.711	8.823	9.495	9.983	10.761	11.304	12.417	14.63
541	-0.1478	7.7098	0.19778	4.295	4.94	5.368	5.611	6.011	6.3	6.756	7.71	8.822	9.494	9.982	10.761	11.303	12.416	14.63
542	-0.148	7.7088	0.1978	4.294	4.939	5.367	5.61	6.011	6.299	6.755	7.709	8.821	9.493	9.981	10.76	11.302	12.415	14.63
543	-0.1482	7.7079	0.19782	4.293	4.939	5.366	5.61	6.01	6.298	6.754	7.708	8.82	9.492	9.981	10.759	11.302	12.415	14.63
544	-0.1484	7.707	0.19784	4.293	4.938	5.365	5.609	6.009	6.297	6.753	7.707	8.819	9.491	9.98	10.758	11.301	12.414	14.629
545	-0.1486	7.7061	0.19786	4.292	4.937	5.365	5.608	6.008	6.297	6.752	7.706	8.818	9.49	9.979	10.757	11.3	12.414	14.629
546	-0.1488	7.7052	0.19789	4.291	4.936	5.364	5.607	6.007	6.296	6.751	7.705	8.817	9.49	9.978	10.757	11.3	12.413	14.63
547	-0.149	7.7043	0.19791	4.291	4.936	5.363	5.606	6.006	6.295	6.75	7.704	8.816	9.489	9.977	10.756	11.299	12.413	14.63
548	-0.1492	7.7035	0.19793	4.29	4.935	5.362	5.606	6.006	6.294	6.75	7.704	8.816	9.488	9.977	10.755	11.299	12.413	14.63
549	-0.1494	7.7026	0.19795	4.29	4.934	5.361	5.605	6.005	6.293	6.749	7.703	8.815	9.487	9.976	10.755	11.298	12.412	14.63
550	-0.1496	7.7018	0.19797	4.289	4.934	5.361	5.604	6.004	6.292	6.748	7.702	8.814	9.486	9.975	10.754	11.297	12.412	14.63
551	-0.1498	7.7009	0.198	4.288	4.933	5.36	5.603	6.003	6.292	6.747	7.701	8.813	9.486	9.975	10.753	11.297	12.411	14.63
552	-0.15	7.7001	0.19802	4.288	4.932	5.359	5.603	6.002	6.291	6.746	7.7	8.812	9.485	9.974	10.753	11.296	12.411	14.63
553	-0.1502	7.6993	0.19804	4.287	4.932	5.359	5.602	6.002	6.29	6.746	7.699	8.812	9.484	9.973	10.752	11.296	12.411	14.63
554	-0.1504	7.6985	0.19806	4.287	4.931	5.358	5.601	6.001	6.289	6.745	7.699	8.811	9.483	9.972	10.752	11.295	12.41	14.63
555	-0.1506	7.6977	0.19809	4.286	4.93	5.357	5.6	6	6.289	6.744	7.698	8.81	9.483	9.972	10.751	11.295	12.41	14.631
556	-0.1508	7.6969	0.19811	4.286	4.93	5.356	5.6	5.999	6.288	6.743	7.697	8.809	9.482	9.971	10.751	11.294	12.41	14.631
557	-0.151	7.6961	0.19813	4.285	4.929	5.356	5.599	5.999	6.287	6.742	7.696	8.808	9.481	9.97	10.75	11.294	12.409	14.631
558	-0.1512	7.6954	0.19815	4.284	4.928	5.355	5.598	5.998	6.286	6.742	7.695	8.808	9.481	9.97	10.749	11.293	12.409	14.632
559	-0.1514	7.6946	0.19818	4.284	4.928	5.354	5.598	5.997	6.286	6.741	7.695	8.807	9.48	9.969	10.749	11.293	12.409	14.632
560	-0.1516	7.6939	0.1982	4.283	4.927	5.354	5.597	5.997	6.285	6.74	7.694	8.806	9.479	9.969	10.749	11.293	12.409	14.632
561	-0.1518	7.6931	0.19822	4.283	4.926	5.353	5.596	5.996	6.284	6.739	7.693	8.806	9.479	9.968	10.748	11.292	12.409	14.633
562	-0.152	7.6924	0.19824	4.282	4.926	5.353	5.596	5.995	6.283	6.739	7.692	8.805	9.478	9.967	10.747	11.292	12.408	14.633
563	-0.1522	7.6917	0.19827	4.282	4.925	5.352	5.595	5.994	6.283	6.738	7.692	8.804	9.477	9.967	10.747	11.291	12.408	14.634
564	-0.1524	7.691	0.19829	4.281	4.925	5.351	5.594	5.994	6.282	6.737	7.691	8.804	9.477	9.966	10.747	11.291	12.408	14.634
565	-0.1526	7.6903	0.19831	4.281	4.924	5.351	5.594	5.993	6.281	6.737	7.69	8.803	9.476	9.966	10.746	11.291	12.408	14.634
566	-0.1528	7.6896	0.19833	4.28	4.924	5.35	5.593	5.993	6.281	6.736	7.69	8.802	9.476	9.965	10.746	11.29	12.408	14.634
567	-0.153	7.689	0.19836	4.28	4.923	5.349	5.592	5.992	6.28	6.735	7.689	8.802	9.475	9.965	10.746	11.29	12.408	14.635
568	-0.1532	7.6883	0.19838	4.279	4.922	5.349	5.592	5.991	6.279	6.735	7.688	8.801	9.475	9.964	10.745	11.29	12.408	14.636
569	-0.1534	7.6877	0.1984	4.279	4.922	5.348	5.591	5.991	6.279	6.734	7.688	8.801	9.474	9.964	10.745	11.29	12.408	14.636
570	-0.1536	7.687	0.19843	4.278	4.921	5.348	5.59	5.99	6.278	6.733	7.687	8.8	9.474	9.964	10.744	11.289	12.408	14.637
571	-0.1538	7.6864	0.19845	4.278	4.921	5.347	5.59	5.989	6.277	6.733	7.686	8.8	9.473	9.963	10.744	11.289	12.408	14.638
572	-0.154	7.6858	0.19847	4.277	4.92	5.346	5.589	5.989	6.277	6.732	7.686	8.799	9.473	9.963	10.744	11.289	12.408	14.638
573	-0.1541	7.6852	0.1985	4.277	4.919	5.346	5.589	5.988	6.276	6.731	7.685	8.799	9.472	9.962	10.743	11.289	12.408	14.639
574	-0.1543	7.6846	0.19852	4.276	4.919	5.345	5.588	5.987	6.276	6.731	7.685	8.798	9.472	9.962	10.743	11.288	12.408	14.639
575	-0.1545	7.684	0.19854	4.276	4.918	5.345	5.588	5.987	6.275	6.73	7.684	8.797	9.471	9.961	10.743	11.288	12.408	14.64
576	-0.1547	7.6834	0.19857	4.275	4.918	5.344	5.587	5.986	6.274	6.729	7.683	8.797	9.471	9.961	10.743	11.288	12.408	14.641
577	-0.1549	7.6828	0.19859	4.275	4.917	5.344	5.586	5.986	6.274	6.729	7.683	8.796	9.47	9.961	10.742	11.288	12.408	14.641
578	-0.1551	7.6823	0.19861	4.274	4.917	5.343	5.586	5.985	6.273	6.728	7.682	8.796	9.47	9.96	10.742	11.288	12.408	14.642
579	-0.1553	7.6817	0.19864	4.274	4.916	5.342	5.585	5.985	6.273	6.728	7.682	8.795	9.47	9.96	10.742	11.288	12.408	14.643
580	-0.1555	7.6812	0.19866	4.273	4.916	5.342	5.585	5.984	6.272	6.727	7.681	8.795	9.469	9.96	10.742	11.288	12.408	14.643
581	-0.1557	7.6806	0.19868	4.273	4.915	5.341	5.584	5.983	6.271	6.727	7.681	8.794	9.469	9.959	10.741	11.287	12.408	14.644
582	-0.1559	7.6801	0.19871	4.273	4.915	5.341	5.584	5.983	6.271	6.726	7.68	8.794	9.468	9.959	10.741	11.287	12.409	14.645
583	-0.1561	7.6796	0.19873	4.272	4.914	5.34	5.583	5.982	6.27	6.726	7.68	8.794	9.468	9.959	10.741	11.287	12.409	14.646
584	-0.1563	7.6791	0.19876	4.272	4.914	5.34	5.583	5.982	6.27	6.725	7.679	8.793	9.468	9.959	10.741	11.287	12.409	14.647
585	-0.1565	7.6786	0.19878	4.271	4.913	5.339	5.582	5.981	6.269	6.724	7.679	8.793	9.467	9.958	10.741	11.287	12.409	14.648
586	-0.1566	7.6781	0.1988	4.271	4.913	5.339	5.582	5.981	6.269	6.724	7.678	8.792	9.467	9.958	10.741	11.287	12.409	14.648
587	-0.1568	7.6776	0.19883	4.27	4.912	5.338	5.581	5.98	6.268	6.723	7.678	8.792	9.467	9.958	10.741	11.287	12.41	14.649
588	-0.157	7.6772	0.19885	4.27	4.912	5.338	5.581	5.98	6.268	6.723	7.677	8.792	9.466	9.958	10.741	11.287	12.41	14.65
589	-0.1572	7.6767	0.19888	4.27	4.911	5.337	5.58	5.979	6.267	6.722	7.677	8.791	9.466	9.957	10.741	11.287	12.41	14.651
590	-0.1574	7.6763	0.1989	4.269	4.911	5.337	5.58	5.979	6.267	6.722	7.676	8.791	9.466	9.957	10.741	11.287	12.411	14.652
591	-0.1576	7.6758	0.19893	4.269	4.911	5.336	5.579	5.978	6.266	6.721	7.676	8.791	9.466	9.957	10.741	11.288	12.411	14.653
592	-0.1578	7.6754	0.19895	4.268	4.91	5.336	5.579	5.978	6.266	6.721	7.675	8.79	9.465	9.957	10.74	11.288	12.411	14.654
593	-0.158	7.675	0.19898	4.268	4.91	5.335	5.578	5.977	6.265	6.72	7.675	8.79	9.465	9.957	10.741	11.288	12.412	14.656
594	-0.1582	7.6746	0.199	4.268	4.909	5.335	5.578	5.977	6.265	6.72	7.675	8.79	9.465	9.957	10.74	11.288	12.412	14.656
595	-0.1584	7.6742	0.19902	4.267	4.909	5.335	5.577	5.976	6.264	6.72	7.674	8.789	9.465	9.956	10.74	11.288	12.413	14.657
596	-0.1585	7.6738	0.19905	4.267	4.908	5.334	5.577	5.976	6.264	6.719	7.674	8.789	9.465	9.956	10.74	11.288	12.413	14.658
597	-0.1587	7.6734	0.19907	4.267	4.908	5.334	5.576	5.976	6.264	6.719	7.673	8.789	9.464	9.956	10.74	11.288	12.413	14.659
598	-0.1589	7.6731	0.1991	4.266	4.908	5.333	5.576	5.975	6.263	6.718	7.673	8.789	9.464	9.956	10.741	11.289	12.414	14.661
599	-0.1591	7.6727	0.19912	4.266	4.907	5.333	5.576	5.975	6.263	6.718	7.673	8.788	9.464	9.956	10.741	11.289	12.414	14.662
600	-0.1593	7.6724	0.19915	4.265	4.907	5.332	5.575	5.974	6.262	6.718	7.672	8.788	9.464	9.956	10.741	11.289	12.415	14.663
601	-0.1595	7.672	0.19917	4.265	4.906	5.332	5.575	5.974	6.262	6.717	7.672	8.788	9.464	9.956	10.741	11.289	12.415	14.664
602	-0.1597	7.6717	0.1992	4.265	4.906	5.332	5.574	5.973	6.261	6.717	7.672	8.788	9.464	9.956	10.741	11.289	12.416	14.666
603	-0.1599	7.6713	0.19922	4.264	4.906	5.331	5.574	5.973	6.261	6.716	7.671	8.787	9.464	9.956	10.741	11.289	12.416	14.667
604	-0.16	7.671	0.19925	4.264	4.905	5.331	5.573	5.973	6.261	6.716	7.671	8.787	9.464	9.956	10.741	11.29	12.417	14.668
605	-0.1602	7.6707	0.19927	4.264	4.905	5.33	5.573	5.972	6.26	6.716	7.671	8.787	9.463	9.956	10.741	11.29	12.417	14.669
606	-0.1604	7.6704	0.1993	4.263	4.905	5.33	5.573	5.972	6.26	6.715	7.67	8.787	9.463	9.956	10.742	11.29	12.418	14.67
607	-0.1606	7.6701	0.19933	4.263	4.904	5.33	5.572	5.971	6.259	6.715	7.67	8.787	9.463	9.956	10.742	11.291	12.419	14.672
608	-0.1608	7.6699	0.19935	4.263	4.904	5.329	5.572	5.971	6.259	6.715	7.67	8.787	9.463	9.956	10.742	11.291	12.419	14.673
609	-0.161	7.6696	0.19938	4.262	4.903	5.329	5.572	5.971	6.259	6.714	7.67	8.787	9.463	9.956	10.742	11.292	12.42	14.675
610	-0.1612	7.6693	0.1994	4.262	4.903	5.329	5.571	5.97	6.258	6.714	7.669	8.786	9.463	9.956	10.742	11.292	12.421	14.676
611	-0.1613	7.6691	0.19943	4.262	4.903	5.328	5.571	5.97	6.258	6.714	7.669	8.786	9.463	9.956	10.743	11.292	12.421	14.677
612	-0.1615	7.6688	0.19945	4.261	4.902	5.328	5.571	5.97	6.258	6.713	7.669	8.786	9.463	9.956	10.743	11.292	12.422	14.678
613	-0.1617	7.6686	0.19948	4.261	4.902	5.328	5.57	5.969	6.257	6.713	7.669	8.786	9.463	9.956	10.743	11.293	12.423	14.68
614	-0.1619	7.6684	0.19951	4.261	4.902	5.327	5.57	5.969	6.257	6.713	7.668	8.786	9.463	9.957	10.744	11.293	12.424	14.682
615	-0.1621	7.6681	0.19953	4.26	4.901	5.327	5.569	5.969	6.257	6.712	7.668	8.786	9.463	9.957	10.744	11.294	12.424	14.683
616	-0.1623	7.6679	0.19956	4.26	4.901	5.327	5.569	5.968	6.256	6.712	7.668	8.786	9.463	9.957	10.744	11.294	12.425	14.685
617	-0.1625	7.6677	0.19958	4.26	4.901	5.326	5.569	5.968	6.256	6.712	7.668	8.786	9.463	9.957	10.744	11.295	12.426	14.686
618	-0.1626	7.6675	0.19961	4.26	4.9	5.326	5.568	5.968	6.256	6.711	7.668	8.786	9.463	9.957	10.745	11.295	12.426	14.688
619	-0.1628	7.6673	0.19964	4.259	4.9	5.326	5.568	5.967	6.255	6.711	7.667	8.786	9.464	9.957	10.745	11.296	12.427	14.689
620	-0.163	7.6672	0.19966	4.259	4.9	5.325	5.568	5.967	6.255	6.711	7.667	8.786	9.464	9.957	10.745	11.296	12.428	14.691
621	-0.1632	7.667	0.19969	4.259	4.9	5.325	5.568	5.967	6.255	6.711	7.667	8.786	9.464	9.958	10.746	11.297	12.429	14.693
622	-0.1634	7.6668	0.19972	4.258	4.899	5.325	5.567	5.966	6.255	6.71	7.667	8.786	9.464	9.958	10.746	11.297	12.43	14.694
623	-0.1636	7.6667	0.19974	4.258	4.899	5.324	5.567	5.966	6.254	6.71	7.667	8.786	9.464	9.958	10.747	11.298	12.431	14.696
624	-0.1637	7.6665	0.19977	4.258	4.899	5.324	5.567	5.966	6.254	6.71	7.667	8.786	9.464	9.958	10.747	11.298	12.431	14.697
625	-0.1639	7.6664	0.1998	4.258	4.898	5.324	5.566	5.966	6.254	6.71	7.666	8.786	9.464	9.959	10.747	11.299	12.432	14.699
626	-0.1641	7.6663	0.19982	4.257	4.898	5.324	5.566	5.965	6.254	6.71	7.666	8.786	9.464	9.959	10.748	11.299	12.433	14.701
627	-0.1643	7.6661	0.19985	4.257	4.898	5.323	5.566	5.965	6.253	6.709	7.666	8.786	9.464	9.959	10.748	11.3	12.434	14.703
628	-0.1645	7.666	0.19988	4.257	4.898	5.323	5.566	5.965	6.253	6.709	7.666	8.786	9.465	9.959	10.749	11.301	12.435	14.704
629	-0.1647	7.6659	0.1999	4.257	4.897	5.323	5.565	5.965	6.253	6.709	7.666	8.786	9.465	9.959	10.749	11.301	12.436	14.706
630	-0.1648	7.6658	0.19993	4.256	4.897	5.322	5.565	5.964	6.253	6.709	7.666	8.786	9.465	9.96	10.75	11.302	12.437	14.708
631	-0.165	7.6657	0.19996	4.256	4.897	5.322	5.565	5.964	6.252	6.708	7.666	8.786	9.465	9.96	10.75	11.302	12.438	14.71
632	-0.1652	7.6656	0.19998	4.256	4.897	5.322	5.565	5.964	6.252	6.708	7.666	8.786	9.465	9.96	10.751	11.303	12.439	14.711
633	-0.1654	7.6656	0.20001	4.256	4.896	5.322	5.564	5.964	6.252	6.708	7.666	8.786	9.466	9.961	10.751	11.304	12.44	14.713
634	-0.1656	7.6655	0.20004	4.255	4.896	5.321	5.564	5.964	6.252	6.708	7.666	8.786	9.466	9.961	10.752	11.304	12.441	14.715
635	-0.1657	7.6654	0.20007	4.255	4.896	5.321	5.564	5.963	6.252	6.708	7.665	8.786	9.466	9.961	10.752	11.305	12.442	14.717
636	-0.1659	7.6654	0.20009	4.255	4.896	5.321	5.564	5.963	6.252	6.708	7.665	8.786	9.466	9.962	10.753	11.306	12.443	14.719
637	-0.1661	7.6653	0.20012	4.255	4.895	5.321	5.563	5.963	6.251	6.707	7.665	8.787	9.467	9.962	10.753	11.306	12.444	14.72
638	-0.1663	7.6653	0.20015	4.255	4.895	5.321	5.563	5.963	6.251	6.707	7.665	8.787	9.467	9.963	10.754	11.307	12.445	14.723
639	-0.1665	7.6652	0.20017	4.254	4.895	5.32	5.563	5.962	6.251	6.707	7.665	8.787	9.467	9.963	10.754	11.308	12.446	14.724
640	-0.1666	7.6652	0.2002	4.254	4.895	5.32	5.563	5.962	6.251	6.707	7.665	8.787	9.467	9.963	10.755	11.308	12.447	14.726
641	-0.1668	7.6652	0.20023	4.254	4.894	5.32	5.563	5.962	6.251	6.707	7.665	8.787	9.468	9.964	10.756	11.309	12.448	14.728
642	-0.167	7.6652	0.20026	4.254	4.894	5.32	5.562	5.962	6.25	6.707	7.665	8.787	9.468	9.964	10.756	11.31	12.45	14.73
643	-0.1672	7.6652	0.20029	4.253	4.894	5.319	5.562	5.962	6.25	6.707	7.665	8.788	9.468	9.965	10.757	11.311	12.451	14.733
644	-0.1674	7.6652	0.20031	4.253	4.894	5.319	5.562	5.962	6.25	6.707	7.665	8.788	9.469	9.965	10.758	11.312	12.452	14.734
645	-0.1675	7.6652	0.20034	4.253	4.894	5.319	5.562	5.961	6.25	6.706	7.665	8.788	9.469	9.965	10.758	11.312	12.453	14.736
646	-0.1677	7.6652	0.20037	4.253	4.893	5.319	5.562	5.961	6.25	6.706	7.665	8.788	9.469	9.966	10.759	11.313	12.454	14.738
647	-0.1679	7.6653	0.2004	4.253	4.893	5.319	5.562	5.961	6.25	6.706	7.665	8.788	9.47	9.966	10.76	11.314	12.455	14.741
648	-0.1681	7.6653	0.20043	4.252	4.893	5.319	5.561	5.961	6.25	6.706	7.665	8.789	9.47	9.967	10.76	11.315	12.457	14.743
649	-0.1682	7.6653	0.20045	4.252	4.893	5.318	5.561	5.961	6.249	6.706	7.665	8.789	9.47	9.967	10.761	11.316	12.458	14.744
650	-0.1684	7.6654	0.20048	4.252	4.893	5.318	5.561	5.961	6.249	6.706	7.665	8.789	9.471	9.968	10.762	11.317	12.459	14.746
651	-0.1686	7.6654	0.20051	4.252	4.892	5.318	5.561	5.961	6.249	6.706	7.665	8.789	9.471	9.968	10.762	11.318	12.46	14.749
652	-0.1688	7.6655	0.20054	4.252	4.892	5.318	5.561	5.96	6.249	6.706	7.666	8.79	9.472	9.969	10.763	11.319	12.462	14.751
653	-0.169	7.6655	0.20057	4.252	4.892	5.318	5.561	5.96	6.249	6.706	7.666	8.79	9.472	9.969	10.764	11.319	12.463	14.753
654	-0.1691	7.6656	0.20059	4.251	4.892	5.318	5.56	5.96	6.249	6.706	7.666	8.79	9.472	9.97	10.764	11.32	12.464	14.755
655	-0.1693	7.6657	0.20062	4.251	4.892	5.317	5.56	5.96	6.249	6.706	7.666	8.79	9.473	9.97	10.765	11.321	12.465	14.757
656	-0.1695	7.6658	0.20065	4.251	4.892	5.317	5.56	5.96	6.249	6.706	7.666	8.791	9.473	9.971	10.766	11.322	12.467	14.76
657	-0.1697	7.6659	0.20068	4.251	4.892	5.317	5.56	5.96	6.249	6.706	7.666	8.791	9.474	9.972	10.767	11.323	12.468	14.762
658	-0.1698	7.666	0.20071	4.251	4.891	5.317	5.56	5.96	6.249	6.706	7.666	8.791	9.474	9.972	10.768	11.324	12.469	14.764
659	-0.17	7.6661	0.20074	4.251	4.891	5.317	5.56	5.96	6.249	6.706	7.666	8.792	9.475	9.973	10.768	11.325	12.471	14.766
660	-0.1702	7.6662	0.20077	4.25	4.891	5.317	5.56	5.96	6.248	6.706	7.666	8.792	9.475	9.973	10.769	11.326	12.472	14.769
661	-0.1704	7.6663	0.20079	4.25	4.891	5.317	5.56	5.96	6.248	6.706	7.666	8.792	9.476	9.974	10.77	11.327	12.473	14.771
662	-0.1705	7.6664	0.20082	4.25	4.891	5.316	5.559	5.959	6.248	6.706	7.666	8.792	9.476	9.974	10.771	11.328	12.474	14.773
663	-0.1707	7.6665	0.20085	4.25	4.891	5.316	5.559	5.959	6.248	6.706	7.667	8.793	9.477	9.975	10.772	11.329	12.476	14.775
664	-0.1709	7.6667	0.20088	4.25	4.89	5.316	5.559	5.959	6.248	6.706	7.667	8.793	9.477	9.976	10.773	11.33	12.477	14.778
665	-0.1711	7.6668	0.20091	4.25	4.89	5.316	5.559	5.959	6.248	6.706	7.667	8.793	9.478	9.976	10.773	11.331	12.479	14.78
666	-0.1712	7.667	0.20094	4.25	4.89	5.316	5.559	5.959	6.248	6.706	7.667	8.794	9.478	9.977	10.774	11.332	12.48	14.782
667	-0.1714	7.6671	0.20097	4.249	4.89	5.316	5.559	5.959	6.248	6.706	7.667	8.794	9.479	9.978	10.775	11.333	12.482	14.785
668	-0.1716	7.6673	0.201	4.249	4.89	5.316	5.559	5.959	6.248	6.706	7.667	8.795	9.479	9.978	10.776	11.334	12.483	14.787
669	-0.1718	7.6674	0.20103	4.249	4.89	5.316	5.559	5.959	6.248	6.706	7.667	8.795	9.48	9.979	10.777	11.335	12.485	14.79
670	-0.1719	7.6676	0.20106	4.249	4.89	5.316	5.559	5.959	6.248	6.706	7.668	8.795	9.48	9.98	10.778	11.336	12.486	14.792
671	-0.1721	7.6678	0.20109	4.249	4.89	5.315	5.559	5.959	6.248	6.706	7.668	8.796	9.481	9.98	10.779	11.337	12.488	14.794
672	-0.1723	7.6679	0.20112	4.249	4.889	5.315	5.558	5.959	6.248	6.706	7.668	8.796	9.481	9.981	10.78	11.338	12.489	14.797
673	-0.1725	7.6681	0.20114	4.249	4.889	5.315	5.558	5.959	6.248	6.706	7.668	8.796	9.482	9.982	10.78	11.339	12.49	14.799
674	-0.1726	7.6683	0.20117	4.249	4.889	5.315	5.558	5.959	6.248	6.706	7.668	8.797	9.482	9.982	10.781	11.34	12.492	14.801
675	-0.1728	7.6685	0.2012	4.248	4.889	5.315	5.558	5.959	6.248	6.706	7.669	8.797	9.483	9.983	10.782	11.342	12.493	14.804
676	-0.173	7.6687	0.20123	4.248	4.889	5.315	5.558	5.959	6.248	6.706	7.669	8.798	9.484	9.984	10.783	11.343	12.495	14.806
677	-0.1731	7.6689	0.20126	4.248	4.889	5.315	5.558	5.959	6.248	6.706	7.669	8.798	9.484	9.984	10.784	11.344	12.496	14.809
678	-0.1733	7.6691	0.20129	4.248	4.889	5.315	5.558	5.959	6.248	6.706	7.669	8.799	9.485	9.985	10.785	11.345	12.498	14.811
679	-0.1735	7.6693	0.20132	4.248	4.889	5.315	5.558	5.959	6.248	6.706	7.669	8.799	9.485	9.986	10.786	11.346	12.5	14.814
680	-0.1737	7.6696	0.20135	4.248	4.889	5.315	5.558	5.959	6.248	6.706	7.67	8.8	9.486	9.987	10.787	11.347	12.501	14.817
681	-0.1738	7.6698	0.20138	4.248	4.889	5.315	5.558	5.959	6.248	6.706	7.67	8.8	9.487	9.988	10.788	11.349	12.503	14.819
682	-0.174	7.67	0.20141	4.248	4.889	5.315	5.558	5.959	6.248	6.706	7.67	8.8	9.487	9.988	10.789	11.35	12.504	14.821
683	-0.1742	7.6702	0.20144	4.248	4.888	5.315	5.558	5.959	6.248	6.706	7.67	8.801	9.488	9.989	10.79	11.351	12.506	14.824
684	-0.1743	7.6705	0.20147	4.247	4.888	5.315	5.558	5.959	6.248	6.706	7.671	8.801	9.489	9.99	10.791	11.352	12.507	14.826
685	-0.1745	7.6707	0.2015	4.247	4.888	5.314	5.558	5.959	6.248	6.707	7.671	8.802	9.489	9.991	10.792	11.353	12.509	14.829
686	-0.1747	7.671	0.20153	4.247	4.888	5.314	5.558	5.959	6.248	6.707	7.671	8.802	9.49	9.991	10.793	11.355	12.511	14.832
687	-0.1749	7.6712	0.20156	4.247	4.888	5.314	5.558	5.959	6.248	6.707	7.671	8.803	9.49	9.992	10.794	11.356	12.512	14.834
688	-0.175	7.6715	0.20159	4.247	4.888	5.314	5.558	5.959	6.248	6.707	7.672	8.803	9.491	9.993	10.795	11.357	12.514	14.837
689	-0.1752	7.6718	0.20162	4.247	4.888	5.314	5.558	5.959	6.248	6.707	7.672	8.804	9.492	9.994	10.796	11.358	12.516	14.84
690	-0.1754	7.672	0.20165	4.247	4.888	5.314	5.558	5.959	6.248	6.707	7.672	8.804	9.492	9.995	10.797	11.359	12.517	14.842
691	-0.1755	7.6723	0.20168	4.247	4.888	5.314	5.558	5.959	6.248	6.707	7.672	8.805	9.493	9.995	10.798	11.361	12.519	14.845
692	-0.1757	7.6726	0.20172	4.247	4.888	5.314	5.558	5.959	6.248	6.707	7.673	8.805	9.494	9.996	10.8	11.362	12.521	14.848
693	-0.1759	7.6729	0.20175	4.247	4.888	5.314	5.558	5.959	6.249	6.707	7.673	8.806	9.495	9.997	10.801	11.363	12.523	14.851
694	-0.1761	7.6732	0.20178	4.247	4.888	5.314	5.558	5.959	6.249	6.708	7.673	8.806	9.495	9.998	10.802	11.365	12.524	14.854
695	-0.1762	7.6734	0.20181	4.246	4.888	5.314	5.558	5.959	6.249	6.708	7.673	8.807	9.496	9.999	10.803	11.366	12.526	14.856
696	-0.1764	7.6737	0.20184	4.246	4.888	5.314	5.558	5.959	6.249	6.708	7.674	8.807	9.497	10	10.804	11.367	12.528	14.859
697	-0.1766	7.674	0.20187	4.246	4.887	5.314	5.558	5.959	6.249	6.708	7.674	8.808	9.497	10.001	10.805	11.368	12.529	14.862
698	-0.1767	7.6743	0.2019	4.246	4.887	5.314	5.558	5.959	6.249	6.708	7.674	8.809	9.498	10.001	10.806	11.37	12.531	14.864
699	-0.1769	7.6747	0.20193	4.246	4.887	5.314	5.558	5.959	6.249	6.708	7.675	8.809	9.499	10.002	10.807	11.371	12.533	14.867
700	-0.1771	7.675	0.20196	4.246	4.887	5.314	5.558	5.959	6.249	6.708	7.675	8.81	9.5	10.003	10.809	11.372	12.535	14.87
701	-0.1772	7.6753	0.20199	4.246	4.887	5.314	5.558	5.959	6.249	6.709	7.675	8.81	9.5	10.004	10.81	11.374	12.536	14.872
702	-0.1774	7.6756	0.20202	4.246	4.887	5.314	5.558	5.959	6.249	6.709	7.676	8.811	9.501	10.005	10.811	11.375	12.538	14.875
